rate;title;timestamp
0;~Slovenian president to visit to Turkmenistan~;1404585120000
0;~Josipovic: Meeting with Merkel a confirmation of regional policy~;1405415880000
0;~Merkel and Josipovic vow to help EU aspirants to meet criteria~;1405444500000
0;~Merkel supports Southeast Europe's EU prospects~;1405480500000
0;~Southeast European leaders urge more EU support for their transport, energy sectors~;1405508820000
0;~Slovenia president expects new government in second half of September~;1405522740000
0;~South Koreans Welcome 'Shepherd of the Weak'~;1407985800000
0;~Election Winner Anticipating Response from Possible Govt Partners~;1408384080000
0;~Slovenian president nominates centre-left Cerar as prime minister~;1408447020000
0;~Newcomer Cerar Nominated Slovenia's Prime Minister~;1408452960000
0;~Centre-left political novice proposed as Slovenian prime minister~;1408453080000
0;~Centre-left political novice proposed as Slovenian prime minister~;1408453200000
0;~Newcomer Cerar nominated Slovenia's prime minister~;1408453620000
0;~Newcomer Cerar nominated Slovenia's prime minister~;1408454160000
0;~Newcomer Cerar nominated Slovenia's prime minister~;1408454220000
0;~Newcomer Cerar nominated Slovenia's prime minister~;1408454640000
0;~Centre-left political novice proposed as Slovenian prime minister~;1408461840000
0;~Former Slovenian finance minister Mramor set to return~;1408624140000
0;~Nato Summit 2014: Which world leaders are set to descend on Wales for the huge international conference?~;1409316300000
0;~Bled Strategic Forum starts Monday, FM Pusic to attend it Tuesday~;1409489940000
0;~Josipovic, Pahor praise locals for nurturing cross-border cooperation~;1410115680000
0;~We should never abandon the values that hold us together Lithuanian leader tells UN~;1411769400000
0;~Palestine refuses further negotiations with Israel - Xinhua~;1411779480000
0;~Palestine refuses further negotiations with Israel~;1411793100000
0;~Ban Ki-Moon Praises Slovenia's Role in W Balkans~;1411799160000
0;~European leaders at UN Assembly focus on crises in Ukraine and Middle East~;1411803420000
0;~Slovenia to cut no more military expenditure: president~;1414054560000
0;~Slovenia Marks 23 Years Since Yugoslav Army Withdrawal~;1414216680000
0;~Slovenia awaits EU common position on Palestine: FM~;1414574220000
0;~China Wants to Boost Cooperation with Slovenia, Government Clueless and Without Any Strategy~;1416392760000
0;~China eyes investments in Slovenia infrastructure~;1416489300000
0;~Chinese vice premier meets Slovenian president on ties~;1416585840000
0;~Chinese vice premier meets Slovenian president on ties~;1416624120000
0;~Slovenian, Romanian Speakers Debate Intl. Topics~;1417397280000
0;~Vox Populi: SDS tops the opinion poll once again~;1417412340000
0;~Slovenians Remember Momentous Decision 24 Years Ago~;1419328440000
0;~President: 2015 First Opportunity to Finally Exit the Crisis~;1419840660000
0;~President Pahor: "Change in Mindset is Key to Better Future"~;1420283460000
0;~Türk's UN Sec-Gen Candidacy Endorsed by PM, President~;1420623480000
0;~Slovenia Condemns Terrorist Attack in France~;1420707240000
0;~Weekly Review of Events Involving Slovenia, 2-8 January~;1420783500000
0;~SD Looking to Regroup Around Židan (background)~;1420790760000
0;~Concentration Camp Survivors Share Experience with Youth~;1420809960000
0;~President Expresses Condolences to Families of Charlie Hebdo Victims~;1420814820000
0;~Schedule of Events for 12-18 January (adds)~;1420819800000
0;~SocDems to Set Course Under Židan~;1420846200000
0;~SD Debates Platform, Response to Competition on Left~;1420903320000
0;~Schedule of Events for 12-18 January~;1420974000000
0;~Schedule of Events for Monday, 12 January~;1420981200000
0;~Unity Urged At WWII Remembrance Ceremony~;1420986120000
0;~Daily Headlines - Monday, 12 January~;1421047920000
0;~SMC Back on Top of Party Ranking in Delo Poll~;1421051340000
0;~Kazakhstan's New Ambassador Meets President~;1421067060000
0;~Croatia Election Unlikely to Have Profound Impact on Slovenia Ties~;1421070540000
0;~News Roundup - Monday, 12 January, until 3 PM~;1421071200000
0;~President to Decorate Friuli-Venezia Giulia President~;1421071680000
0;~Pahor Congratulates New Croatian President~;1421081220000
0;~President to Decorate Friuli-Venezia Giulia President (adds)~;1421085240000
0;~News Roundup - Monday, 12 January~;1421093520000
0;~Friuli-Venezia Giulia President Coming for Visit~;1421105400000
0;~Croatian President Hopes Issues with Slovenia Will Be Resolved~;1421133660000
0;~New Croatian President Hopes Issues with Slovenia Will Be Resolved~;1421152260000
0;~Pahor Decorates Friuli-Venezia Giulia Chief Serracchiani~;1421152320000
0;~News Roundup - Tuesday, 13 January, until 3 PM~;1421157600000
0;~Officials Pledge to Boost Coop with Italian Region~;1421160720000
0;~Officials Pledge to Boost Coop with Italian Region (adds)~;1421163480000
0;~Debate Calls for Electoral Changes, Disagrees over Solutions (adds)~;1421172120000
0;~Pahor Decorates Friuli-Venezia Giulia Chief Serracchiani (adds)~;1421174760000
0;~News Roundup - Tuesday, 13 January~;1421181060000
0;~Slovenia Defending Fourth Place at Handball Worlds (background)~;1421218800000
0;~Daily Headlines - Wednesday, 14 January~;1421221980000
0;~Economy in Focus as President Due to Visit Qatar (background)~;1421240700000
0;~Pahor Thanks Napolitano for Cooperation~;1421247000000
0;~News Roundup - Wednesday, 14 January~;1421267580000
0;~Pahor Visiting Qatar for Economy, Handball~;1421278200000
0;~Kazakhstan's Ambassador presents his credentials to President of Slovenia~;1421294880000
0;~Dnevnik Says President Pahor Not Doing a Good Job~;1421307060000
0;~Economy Tops Agenda as Pahor Meets Emir of Qatar~;1421325480000
0;~News Roundup - Thursday, 15 January, until 3 PM~;1421330400000
0;~News Roundup - Thursday, 15 January~;1421356800000
0;~Schedule of Events for 19-25 January~;1421406000000
0;~Schedule of Events for 19-25 January (adds)~;1421424000000
0;~Pahor Invites Qatari to Invest in Slovenia~;1421494140000
0;~News Roundup - Saturday, 17 January~;1421517600000
0;~Schedule of Events for 19-25 January~;1421578800000
0;~Schedule of Events for 19-25 January~;1421622900000
0;~Večer Says Pahor Serious about Reconciling Slovenia~;1421625600000
0;~President Honours Founders of DEMOS Coalition~;1421679600000
0;~Business Reps Happy with Events Accompanying Handball Championship~;1421691960000
0;~FM Says Hungary Interested in Koper Port, Railways~;1421696460000
0;~News Roundup - Monday, 19 January~;1421699400000
0;~QBA, QC heads meet Slovenian President~;1421704260000
0;~CORRECTION: FM Says Hungary Interested in Koper Port, Railways~;1421749980000
0;~Activist for Rights of Disabled Named Woman of Year by Jana Magazine~;1421780760000
0;~Slovakian Speaker Visits Slovenia~;1421796600000
0;~Speaker Brglez Receives Counterpart from Slovakia~;1421864580000
0;~Speaker Brglez Receives Counterpart from Slovakia (adds)~;1421869800000
0;~Quarter Century Since Landmark Congress that Presaged Yugoslavia's Collapse (feature)~;1421906400000
0;~Quarter Century Since Landmark Congress that Presaged Yugoslavia's Collapse~;1421918640000
0;~President Pahor to Attend Munich Security Conference~;1421919660000
0;~News Roundup - Thursday, 22 January, until 3 PM~;1421935200000
0;~Pahor and Slovakian Speaker See Joint Potential in Logistics, Energy~;1421945220000
0;~Protagonists Meet to Remember Departure from Yugoslav Communists~;1421960160000
0;~News Roundup - Thursday, 22 January~;1421960280000
0;~Reception Hosted for Diplomatic Corps~;1421969400000
0;~Schedule of Events for 26 January-1 February~;1422010800000
0;~Pahor and Cerar Host Diplomats, Point to Underlying Causes of Terrorism~;1422021960000
0;~Schedule of Events for 26 January-1 February (adds)~;1422028800000
0;~News Roundup - Friday, 23 January~;1422044880000
0;~Holocaust Day Event: AI Boss Warns against Not Acting~;1422112380000
0;~News Roundup - Saturday, 24 January~;1422122400000
0;~Schedule of Events for 26 January-1 February~;1422183600000
0;~Vox Populi: SMC Back on Top~;1422212580000
0;~Turkmenistan Foreign Minister on Official Visit~;1422228600000
0;~CORRECTION: POP TV Poll: SMC Back on Top~;1422249420000
0;~Vox Populi Survey: Govt Approval Up, SMC Returns to Lead~;1422259800000
0;~Business Coop Tops Agenda of Turkmenistan FM's Visit~;1422285180000
0;~Business Coop Tops Agenda of Turkmenistan FM's Visit (adds)~;1422291360000
0;~News Roundup - Monday, 26 January~;1422305400000
0;~Pahor Attends Auschwitz Ceremony in Poland~;1422315000000
0;~President: Horrors of Auschwitz Should Serve as Reminder~;1422517440000
0;~Azerbaijan, Slovenia enjoy good ties~;1422525300000
0;~New Market Report: Slovenia Defence & Security Report 2015~;1422552120000
0;~Mladina Suggests Janša Echoing Views of Europe's Elite~;1422576000000
0;~French Govt Representative for Balkans on Visit~;1422833400000
0;~W Balkans in Focus as French Rep Visits Slovenia~;1422880560000
0;~W Balkans in Focus as French Rep Visits Slovenia (adds)~;1422906300000
0;~President Hosts Borštnik Ring Laureates~;1422974100000
0;~Pahor Congratulates Italy's New President~;1422975540000
0;~Slovenian, Czech Speaker Say Countries Have Similar Interests~;1422983280000
0;~Slovenian, Czech Speaker Say Countries Have Similar Interests (adds)~;1422984840000
0;~News Roundup - Tuesday, 3 February~;1422996480000
0;~Večer Reflects on Complications Around Planned Certified Tax Registers~;1423008000000
0;~First Festival of Tolerance Kicks Off in Ljubljana~;1423050240000
0;~Minimum Wage, the Next Frontier in Social Talks (feature)~;1423116000000
0;~Pahor Goes to Munich Security Conference (background)~;1423146240000
0;~Schedule of Events for Friday, 6 February~;1423146600000
0;~Pahor Talks over Phone with New Italian President~;1423160220000
0;~Schedule of Events for Friday, 6 February~;1423178100000
0;~Schedule of Events for Saturday to Sunday, 7-8 February~;1423178100000
0;~President Pahor Attending Munich Security Conference~;1423179000000
0;~Schedule of Events for Saturday, 7 February~;1423233000000
0;~Pahor Meets NATO Secretary General in Munich~;1423251180000
0;~News Roundup - Friday, 6 February~;1423254300000
0;~Ukraine High on Agenda as Pahor Attends Security Conference~;1423333680000
0;~News Roundup - Saturday, 7 February~;1423340520000
0;~Schedule of Events for Sunday, 8 February~;1423350900000
0;~President Aliyev and his spouse attended "Beyond Ukraine: Unresolved Conflicts in Europe" session of the Munich Security Conference~;1423366440000
0;~Schedule of Events for 9-15 February~;1423393200000
0;~Schedule of Events for Monday, 9 February~;1423400400000
0;~Pahot Meets Iran FM on Final Day of Munich Conference~;1423405680000
0;~News Roundup - Sunday, 8 February~;1423420740000
0;~Slovenian President hopes Iran's N-talks to settle down ASAP~;1423423860000
0;~Schedule of Events for Monday, 9 February~;1423437300000
0;~SMC Maintains the Lead in Delo Poll~;1423467960000
0;~Ban Ki Moon Welcomes Slovenian Integration Project~;1423474080000
0;~Azerbaijan, only new gas source for European consumers~;1423477080000
0;~New US Ambassador Presents Copies of Credentials~;1423479060000
0;~Slovenian president confirms arrival for Croatian presidential inauguration~;1423490340000
0;~News Roundup - Monday, 9 February, until 3 PM~;1423490400000
0;~8 presidents confirm arrival for Croatian presidential inauguration~;1423508640000
0;~News Roundup - Monday, 9 February~;1423513140000
0;~News Roundup - Monday, 9 February (adds)~;1423522260000
0;~President Meets Iran FM on Final Day of Munich Conference~;1423578540000
0;~Pahor Congratulates Italy's New President~;1423578600000
0;~Azerbaijan, only new gas source for European consumers~;1423595760000
1;~President Pahor Says Slovenia Should Recognise Palestine~;1423634400000
0;~News Roundup - Wednesday, 11 February, until 3 PM~;1423663200000
1;~Schedule of Events for Thursday, 12 February~;1423665000000
1;~Govt Keeping "Close Eye" on Allegations Against Central Bank~;1423677420000
0;~News Roundup - Wednesday, 11 February~;1423687500000
1;~President Receives Credentials from US Ambassador~;1423756260000
2;~Slovenia's Top 100 Destinations Presented in New English Guide~;1423757460000
0;~News Roundup - Thursday, 12 February~;1423779360000
0;~Schedule of Events for Saturday to Sunday, 14-15 February~;1423782900000
0;~Weekly Review of Events Involving Slovenia, 6-12 February~;1423815960000
2;~Future Stars of Alpine Skiing Compete at Škofja Loka Castle Hill~;1423834500000
0;~Schedule of Events for Saturday, 14 February~;1423837800000
0;~Schedule of Events for Saturday, 14 February (adds)~;1423845720000
0;~Poroshenko to attend Croatian president's inauguration~;1423852140000
0;~Commemoration to Mark 70 Years of Frankolovo Victims~;1423870200000
2;~Ex-MEP Kacin Slated for Ambassador to NATO, Večer Reports~;1423914840000
0;~Ex-MEP Kacin Slated for Ambassador to NATO, Večer Reports (adds)~;1423918200000
0;~Schedule of Events for Sunday, 15 February~;1423918800000
0;~President Pahor Honours Frankolovo Victims~;1423921620000
0;~News Roundup - Saturday, 14 February~;1423938600000
0;~Pahor Attends Inauguration of New Croatian President~;1423956600000
0;~Pahor Offers Partnership to Grabar Kitarović in Brdo Process~;1424019180000
0;~News Roundup - Sunday, 15 February~;1424023200000
0;~Ex-MEP Kacin Slated for Ambassador to NATO~;1424026260000
1;~Daily Headlines - Monday, 16 February~;1424072460000
0;~Vox Populi Survey: Govt Approval Higher Still~;1424080800000
0;~Daily Headlines - Tuesday, 17 February~;1424159160000
1;~Finance Says Slovenia Should Turn Away from Russia~;1424161200000
0;~Pahor Offers Partnership to Grabar Kitarović in Brdo Process~;1424245740000
0;~Serbian PM to Meet Top Officials~;1424388600000
2;~Weekly Review of Events Involving Slovenia, 13-19 February~;1424420520000
0;~Schedule of Events for 23 February-1 March~;1424430000000
1;~Schedule of Events for Saturday, 21 February~;1424442600000
0;~Schedule of Events for 23 February-1 March (adds)~;1424448000000
1;~News Roundup - Friday, 20 February~;1424471580000
0;~Maze Looking to Bounce Back in Golden Fox Slalom~;1424561400000
0;~Schedule of Events for 23 February-1 March~;1424602800000
1;~Popularity UP for Govt, PM, Ruling Party in Episcenter Poll~;1424625360000
0;~Poll Shows Govt Losing Support, Ruling Party Still in the Lead~;1424680620000
1;~British Foreign Secretary Expected in Ljubljana on Thursday~;1424775000000
0;~News Roundup - Tuesday, 24 February, until 3 PM~;1424786400000
0;~Schedule of Events for Wednesday, 25 February~;1424788200000
0;~News Roundup - Tuesday, 24 February~;1424809020000
0;~Maltese President Starting Official Visit~;1424820600000
0;~Slovenian, Maltese Presidents Concerned about Libya~;1424877780000
0;~Slovenian, Maltese Presidents Concerned about Libya (adds)~;1424883480000
0;~News Roundup - Wednesday, 25 February~;1424896500000
0;~British Foreign Secretary Visiting~;1424907000000
0;~President urges small States of Europe to put immigration issue at Europe-wide level~;1424924100000
2;~Second Track Seen as Key for Expansion of Slovenia's Only Port (feature)~;1424930400000
0;~EU Tops Debate as British Foreign Secretary Stops in Ljubljana~;1424970120000
0;~News Roundup - Thursday, 26 February~;1424984100000
1;~French Finance Minister Visits Slovenia~;1424993400000
0;~Weekly Review of Events Involving Slovenia, 20-26 February~;1425027600000
0;~Schedule of Events for 2-8 March~;1425034800000
0;~Schedule of Events for 2-8 March (adds)~;1425052800000
1;~New Ambassadors to Vatican, CoE, Portugal Appointed~;1425064320000
0;~News Roundup - Friday, 27 February~;1425067200000
1;~Slovenian dancers are among the best in the world~;1425193020000
0;~Schedule of Events for 2-8 March~;1425207600000
0;~Pahor Hosts New Croatian President for Working Lunch~;1425226020000
0;~News Roundup - Sunday, 1 March~;1425232800000
2;~Delo Urges against Doing Business with Azerbaijan~;1425283620000
1;~Schedule of Events for Tuesday, 3 March~;1425306600000
0;~Schedule of Events for Tuesday, 3 March~;1425338100000
1;~Slovenia 2030 Debate Urges Adapting to New Security Challenges~;1425392340000
2;~Series of Events to Mark 20th Anniversary of Srebrenica Genocide~;1425396540000
1;~Ilham Aliyev receives delegation led by president of Slovenian National Council~;1425397500000
0;~News Roundup - Tuesday, 3 March~;1425415440000
1;~GZS to Hand Out Top Business Achievement Awards~;1425425400000
0;~Erdogan Due in Slovenia in Late March~;1425475980000
0;~News Roundup - Wednesday, 4 March, until 3 PM~;1425477600000
0;~Schedule of Events for Thursday, 5 March~;1425479400000
0;~Turkey's president Erdogan to return Pahor's visit~;1425495360000
0;~News Roundup - Wednesday, 4 March~;1425500940000
2;~Marriage Equality Comes to Slovenia~;1425502080000
0;~Schedule of Events for Thursday, 5 March (adds)~;1425537120000
0;~New Montenegro Ambassador Expected in Slovenia~;1425571680000
0;~News Roundup - Thursday, 5 March~;1425593820000
3;~Paper: Cash Flow Data Shows New Dimension of State Outsourcing~;1425600000000
2;~Weekly Review of Events Involving Slovenia, 27 Feb-5 Mar~;1425621600000
2;~Italian Minister Offers Help with Drone Plans~;1425653940000
0;~Schedule of Events for 9-15 March (adds)~;1425657600000
0;~Schedule of Events for 9-15 March~;1425812400000
0;~Schedule of Events for Monday, 9 March~;1425819600000
0;~SMC Extends Lead in Delo Poll~;1425888180000
0;~President Honours Choir Carmina Slovenica~;1425910740000
0;~Schedule of Events for Tuesday, 10 March~;1425911400000
0;~Schedule of Events for Tuesday, 10 March (adds)~;1425913800000
0;~Erjavec and Armenian Foreign Minister Focus on Cooperation~;1425914700000
0;~Schedule of Events for Tuesday, 10 March (adds)~;1425924900000
0;~News Roundup - Monday, 9 March~;1425932880000
0;~Schedule of Events for Tuesday, 10 March~;1425942900000
0;~Pahor Starts Consultations on Slovenia's EU Court Judge~;1425943800000
0;~Daily Headlines - Tuesday, 10 March~;1425973020000
0;~Schedule of Events for Wednesday, 11 March~;1425997800000
1;~Armenia FM briefs Slovenia president on Karabakh peace process~;1426004640000
3;~History of LGBT Rights Struggle in Slovenia (chronology)~;1426053600000
0;~Parties Split on Candidates for EU Court Judge~;1426077240000
0;~News Roundup - Wednesday, 11 March, until 3 PM~;1426082400000
1;~Schedule of Events for Thursday, 12 March~;1426084200000
0;~News Roundup - Wednesday, 11 March~;1426106040000
0;~Schedule of Events for Thursday, 12 March~;1426115700000
0;~Slovenia intends to continue multilateral cooperation with Armenia~;1426124100000
0;~Foreign Minister of Armenia met the President of Slovenia~;1426137420000
1;~UK, Hungarian, Chilean Ambassadors Hand Credentials~;1426163520000
0;~President Nominates Two for EU Court Judge~;1426175280000
0;~Slovenian, Azerbaijani Ministers Discuss Defence Funding~;1426188720000
1;~Azerbaijan-Slovenia relations successfully develop~;1426314480000
0;~Ceremony Remembers WWII US Bomber Crash~;1426356360000
0;~News Roundup - Saturday, 14 March~;1426357740000
1;~Schedule of Events for Monday, 16 March~;1426425300000
0;~Schedule of Events for 16-22 March~;1426461300000
0;~Govt Rating Improves, Ruling Party Loses Top Spot in Vox Populi Poll~;1426492440000
1;~Officials of regional countries extend condolences~;1426507320000
0;~President Presented Amnesty International Report~;1426530420000
0;~Azerbaijan, Slovenia seek to strengthen ties~;1426539540000
0;~Azerbaijan, Slovenia seek to strengthen ties~;1426553340000
1;~Slovenia Awaits Yet Another Attempt at Health Reform (feature)~;1426572000000
0;~Schedule of Events for Wednesday, 18 March~;1426602720000
0;~Schedule of Events for Wednesday, 18 March~;1426634100000
0;~US Assistant Secretary of State Nuland on Visit~;1426635000000
0;~Schedule of Events for Thursday, 19 March~;1426689000000
0;~Economy Tops Agenda as US Assistant Secretary of State Visits~;1426701360000
0;~News Roundup - Wednesday, 18 March~;1426709700000
0;~Schedule of Events for Thursday, 19 March~;1426720500000
0;~Schedule of Events for Friday, 20 March~;1426775400000
0;~Schedule of Events for Friday, 20 March~;1426806900000
1;~Schedule of Events for Saturday and Sunday, 21-22 March~;1426806900000
1;~Committee to Debate Foreign Policy Strategy~;1426807800000
1;~Walk of Peace Unites What WWI Divided (feature)~;1426831200000
1;~Weekly Review of Events Involving Slovenia, 13-19 March~;1426833000000
0;~Schedule of Events for 23-29 March~;1426849200000
0;~Schedule of Events for Saturday, 21 March~;1426861800000
0;~Schedule of Events for 23-29 March (adds)~;1426867200000
0;~President Wishes EU Policy Included in Foreign Affairs Declaration~;1426877820000
0;~Slovenia Commemorates Centenary of Isonzo Front Battles~;1426894200000
0;~Walk of Peace Symbol of Friendship and Harmony, President Says~;1426951380000
1;~News Roundup - Saturday, 21 March~;1426959120000
0;~Bosnian Presidency Paying Official Visit to Slovenia (background)~;1427014800000
0;~Schedule of Events for 23-29 March~;1427022000000
0;~Schedule of Events for Monday, 23 March~;1427031000000
0;~Schedule of Events for Monday, 23 March~;1427066100000
0;~Bosnian Presidency Paying Official Visit~;1427067000000
0;~SMC Keeps Poll Lead But Losing Ground~;1427097060000
0;~Bosnia Presidency Visit Billed as Confirmation of Friendly Ties~;1427111100000
0;~Bosnia Presidency Visit Billed as Confirmation of Friendly Ties (adds)~;1427113080000
0;~News Roundup - Monday, 23 March, until 3 PM~;1427119200000
0;~Bosnia Presidency Visit Billed as Confirmation of Friendly Ties (adds)~;1427132460000
0;~News Roundup - Monday, 23 March~;1427141100000
0;~One of Two Candidates for EU Court Judge Withdraws Bid~;1427200440000
2;~Slovenian president: EU partly responsible for crisis in Ukraine~;1427204100000
1;~News Roundup - Tuesday, 24 March, until 3 PM~;1427205600000
0;~News Roundup - Tuesday, 24 March~;1427225400000
1;~Slovenia Sends Condolences to Spain, Germany~;1427280660000
0;~News Roundup - Wednesday, 25 March, until 3 PM~;1427292000000
0;~Schedule of Events for Saturday and Sunday, 28-29 March~;1427411700000
2;~Weekly Review of Events Involving Slovenia, 20-26 March~;1427437800000
1;~Deputy Chief of Staff Set for Promotion to Maj-General~;1427453100000
0;~Schedule of Events for 30 March-5 April~;1427454900000
0;~News Roundup - Friday, 27 March, until 3 PM~;1427464800000
0;~Schedule of Events for Saturday, 28 March~;1427466600000
0;~Schedule of Events for 30 March-5 April (adds)~;1427472000000
0;~News Roundup - Friday, 27 March~;1427486400000
0;~News Roundup - Friday, 27 March (adds)~;1427492760000
1;~President to visit three EU member countries to bolster relations~;1427519040000
2;~Marathon Runner Helps Raise Money For Disabled Children~;1427522400000
2;~New UK Ambassador to Build on Strong Links (interview)~;1427530500000
0;~New UK Ambassador to Build on Strong Links~;1427569800000
0;~Schedule of Events for 30 March-5 April~;1427623200000
0;~Turkish President Erdogan to Visit to Slovenia (background)~;1427625900000
0;~Schedule of Events for Monday, 30 March~;1427630400000
0;~Slovenia backs Turkey's EU membership: President Pahor~;1427648220000
0;~News Roundup - Sunday, 29 March~;1427650680000
0;~Schedule of Events for 30 March-5 April~;1427667300000
0;~Turkish President Erdogan in Slovenia~;1427668200000
1;~Daily Headlines - Monday, 30 March~;1427696400000
0;~News Roundup - Monday, 30 March, until 3 PM~;1427720520000
0;~Slovenia Committed to Supporting Turkey's EU Path~;1427723160000
0;~Slovenian president invited to Turkey for celebration of Canakkale Battle anniversary~;1427723400000
0;~Slovenia Committed to Supporting Turkey's EU Path (adds)~;1427726760000
0;~Slovenia-Turkey Business Forum Sees Many Cooperation Opportunities~;1427732100000
0;~News Roundup - Monday, 30 March~;1427743260000
0;~Slovenian president calls Turkey its 'Muslim ally'~;1427755680000
0;~Daily Headlines - Tuesday, 31 March~;1427782560000
0;~Slovenia-Turkey Business Forum Sees Many Cooperation Opportunities~;1427787420000
3;~Business Execs from SE Europe to Meet in Portorož in June~;1427816580000
0;~Ilešič Endorsed for Another Term at EU Court of Justice~;1427825640000
0;~News Roundup - Tuesday, 31 March~;1427833860000
0;~Ilešič Endorsed for Another Term at EU Court of Justice~;1427880600000
1;~Schedule of Events for Thursday, 2 April~;1427895720000
1;~Importance of Reading Highlighted on Children's Book Day~;1427999100000
0;~Weekly Review of Events Involving Slovenia, 27 March-2 April~;1428048000000
1;~Schedule of Events for 6-12 April (adds)~;1428073200000
3;~Slovenia Welcomes Framework Agreement with Iran (adds)~;1428074520000
0;~Ski Star Maze Leaves Door Open for Another Season~;1428087540000
0;~Ski Star Maze Leaves Door Open for Another Season (adds)~;1428089820000
0;~News Roundup - Friday, 3 April~;1428090000000
0;~Schedule of Events for 6-12 April~;1428272100000
1;~Schedule of Events for Tuesday, 7 April~;1428321600000
0;~Schedule of Events for 13-19 April (adds)~;1428678000000
1;~Slovenia, Kosovo to Enhance Business Cooperation (adds)~;1428682500000
0;~News Roundup - Friday, 10 April~;1428695160000
1;~Czech PM Sobotka to Pay Official Visit (background)~;1428818400000
1;~Czech PM Sobotka to Pay Official Visit~;1428825540000
0;~Czech PM Sobotka to Pay Official Visit (background) (adds)~;1428825660000
0;~Schedule of Events for 13-19 April~;1428832800000
0;~Schedule of Events for Monday, 13 April~;1428840000000
0;~Czech PM Starts Two-Day Visit~;1428877800000
0;~Cerar Talks Privatisation, Luka Koper with Czech PM (adds)~;1428928500000
2;~Children's Parliament Debates Access to Professions~;1428931800000
1;~Schedule of Events for Tuesday, 14 April~;1428931800000
0;~Cerar Talks Privatisation, Luka Koper with Czech PM (adds)~;1428934260000
1;~News Roundup - Monday, 13 April~;1428953460000
0;~Schedule of Events for Tuesday, 14 April~;1428963300000
1;~Moore Meets Pahor, Stresses Importance of Common Good~;1429100340000
2;~Economy Minister Discusses Coop with Baden-Württemberg Official~;1429102200000
0;~News Roundup - Wednesday, 15 April, until 3 PM~;1429102800000
0;~Schedule of Events for Thursday, 16 April (adds)~;1429110900000
0;~Pahor Lends Ear To Issues of Slovenian Minority in Italy~;1429118520000
0;~News Roundup - Wednesday, 15 April~;1429126560000
0;~Debate on War Victims Memorial Held~;1429137000000
2;~Demokracija Wonders Will Privatisation Come at Last~;1429177980000
1;~Schedule of Events for Friday, 17 April~;1429191000000
0;~Schedule of Events for Friday, 17 April (adds)~;1429191900000
0;~Monument to All Victims of War Presented~;1429194780000
0;~Pahor Receives Credentials from Five New Ambassadors~;1429201320000
0;~Presidents of Slovenia, Austria, Croatia to Discuss Regional Coop (background)~;1429203060000
1;~News Roundup - Thursday, 16 April~;1429211700000
0;~Presidents of Slovenia, Austria, Croatia to Discuss Regional Coop~;1429221960000
1;~Schedule of Events for Saturday to Sunday, 18-19 April~;1429222500000
0;~Schedule of Events for Friday, 17 April~;1429222500000
0;~Pahor Meeting Austrian, Croatian Presidents~;1429223400000
1;~Delo: West's Boycott of Russian V-Day Celebrations a Farce~;1429252020000
1;~Daily Headlines - Friday, 17 April~;1429252080000
1;~Weekly Review of Events Involving Slovenia, 10-16 April~;1429253100000
0;~News Roundup - Friday, 17 April, until 3 PM~;1429275720000
0;~Schedule of Events for Saturday, 18 April~;1429277400000
